C,14,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,2,0,4,8,5,0,0,0,0,0,4,6,3,0,0,0,255,6,5,228,56,0,0,0,0,0,5,4,3,255,0,0,0,1,1,0,0,0,0,0,0,0,5,6,0,0,2,206,210,255,47,2,0,0,0,0,0,0,2,14,0,0,153,255,234,52,163,131,0,0,0,215,0,0,99,9,102,73,87,255,1,0,0,8,4,0,0,0,0,0,24,5,130,60,227,4,4,7,4,8,5,0,0,0,0,0,16,0,55,180,77,230,4,2,22,155,30,0,0,255,0,0,6,19,38,155,60,255,200,149,106,2,1,0,0,0,0,0,52,0,201,60,98,113,196,0,0,0,5,0,24,0,0,0,124,45,197,149,27,0,1,1,0,2,31,109,0,0,0,0,27,31,21,0,0,0,0,0,0,66,0,0,0,0,0,0,27,27,25,255,5,0,175,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,5,2,28,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,255,1,0,136,156,0,0,0,0,0,14,0,0,250,3,0,0,9,1,6,1,0,9,0,0,0,3,9,0,0,4,119,132,255,0,3,1,0,0,0,0,0,31,30,0,56,36,255,61,255,255,5,0,0,0,136,0,0,234,2,61,192,233,225,1,9,2,9,9,0,0,0,0,0,1,3,30,78,187,0,2,0,1,9,9,0,0,0,0,0,4,11,23,166,196,4,0,4,255,9,4,0,0,255,0,0,14,24,56,80,255,161,170,56,1,3,0,0,0,0,0,0,64,30,62,66,42,120,0,0,0,9,1,0,0,0,0,0,56,31,234,83,0,0,0,0,1,0,0,0,0,0,0,0,24,20,223,1,0,0,0,0,0,205,3,0,0,0,0,0,42,70,30,255,0,4,190,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,17,3,1,0,0,0,0,4,0,2,0,0,0,0,0,0,17,1,18,0,0,0,0,3,0,9,0,0,0,0,0,0,0,18,3,0,0,12,242,7,0,0,255,0,0,0,0,0,7,7,0,255,0,3,6,0,1,5,0,0,87,0,0,0,3,1,0,0,9,56,139,255,9,9,0,0,0,0,0,0,0,5,0,112,54,56,77,126,118,0,0,0,0,0,0,0,252,3,114,118,55,145,1,3,35,3,0,0,0,0,0,0,19,0,42,229,9,0,7,2,7,8,0,0,0,0,0,0,1,14,41,218,229,0,0,0,145,9,0,0,0,239,0,0,41,15,36,94,195,193,138,118,9,0,0,0,0,0,0,0,31,29,65,55,248,242,3,0,8,0,0,0,253,0,0,0,55,33,141,38,0,0,0,0,0,17,0,254,0,0,0,0,25,54,36,0,0,0,1,0,0,0,0,0,0,0,0,0,28,29,58,251,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,5,57,5,0,0,0,0,2,0,0,0,0,0,0,0,0,25,6,6,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,5,0,0,0,255,16,20,255,7,0,0,0,0,0,7,17,7,255,0,0,0,0,8,0,6,0,0,0,0,0,4,13,0,0,0,227,156,255,130,2,2,0,0,0,0,0,15,0,0,0,238,58,118,108,165,255,8,0,0,198,0,0,12,3,31,151,221,156,63,4,6,8,30,0,0,255,0,0,7,0,58,97,75,8,8,3,2,4,8,0,0,255,0,0,12,24,31,173,199,255,1,5,1,156,63,0,0,0,0,0,8,42,58,128,235,199,255,73,91,0,8,0,0,0,0,0,33,31,97,63,97,118,118,8,0,8,0,0,0,0,0,0,37,58,156,245,10,0,0,0,1,0,8,0,0,0,0,0,98,31,105,1,0,0,0,0,0,255,0,0,0,0,0,0,49,2,49,255,13,14,255,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,15,0,0,2,0,0,0,0,1,0,0,0,0,0,0,27,3,3,0,0,0,0,2,2,10,0,0,0,0,0,0,3,6,3,1,2,2,255,4,1,17,255,0,0,0,0,0,3,0,0,18,0,0,0,0,11,11,11,0,249,0,0,0,0,44,122,0,0,31,162,255,93,5,6,0,0,0,0,0,12,5,0,21,59,255,168,29,55,35,11,0,0,1,0,0,255,2,76,55,203,49,2,6,4,9,7,0,0,0,0,0,2,15,27,97,157,0,2,11,0,3,9,0,0,0,0,0,11,126,27,237,216,122,0,0,143,143,9,0,0,255,0,0,3,28,27,135,55,216,255,116,55,0,0,0,0,0,0,0,12,37,55,49,57,116,196,0,0,6,0,0,0,0,0,0,18,108,255,155,77,0,6,0,0,4,0,0,0,0,0,0,11,55,11,0,0,0,0,0,0,252,0,0,0,0,0,0,11,27,209,230,0,0,179,148,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,24,11,6,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,4,0,0,0,0,0,7,6,1,0,0,0,0,0,11,7,19,0,0,255,1,1,7,15,139,0,0,0,0,0,24,7,0,156,0,0,0,1,7,4,4,0,0,0,0,0,0,17,0,44,60,124,155,103,7,4,3,0,0,0,0,0,11,8,207,194,60,104,75,223,255,3,7,0,0,199,0,0,4,238,124,72,53,1,0,2,0,7,1,0,0,0,0,0,58,29,62,138,0,1,0,0,58,7,6,0,0,0,0,0,64,22,59,138,0,1,4,253,7,0,4,0,0,184,0,0,24,49,134,233,124,230,60,74,1,17,7,0,0,0,0,0,11,20,137,124,165,124,0,0,0,0,0,0,255,0,0,0,175,134,48,198,0,0,0,0,3,0,0,255,0,0,0,0,40,164,31,0,0,0,0,0,0,1,2,0,0,0,0,0,60,81,0,247,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,0,0,8,0,3,0,47,0,0,0,0,0,0,14,10,0,0,0,255,0,11,7,8,255,0,0,0,0,0,9,9,0,225,0,0,11,1,8,0,0,0,255,0,0,0,2,12,0,0,2,183,199,129,11,2,0,0,0,200,0,0,6,3,0,0,159,246,161,229,144,3,0,0,0,0,0,0,248,1,69,68,118,1,0,1,58,11,0,0,0,0,0,0,13,0,255,56,195,0,0,2,10,0,0,0,0,0,0,0,0,6,29,29,246,2,0,1,14,11,0,0,0,0,0,0,14,22,27,68,166,231,229,208,126,9,0,0,0,255,0,0,6,31,27,75,105,255,175,3,1,11,0,0,0,0,0,0,255,158,27,255,80,0,0,0,0,1,0,0,0,0,0,0,32,255,134,58,0,0,1,0,0,5,255,0,0,0,0,0,0,0,0,240,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,8,16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13,5,0,0,0,0,0,0,1,3,0,0,0,0,0,12,0,16,0,0,255,62,13,255,2,0,0,0,0,0,0,9,5,204,0,0,0,0,1,1,0,4,9,0,0,0,0,8,4,0,122,164,255,255,209,3,3,3,0,16,0,0,0,8,3,90,135,74,124,54,254,4,6,6,0,0,0,0,0,0,150,153,181,182,0,0,3,0,6,3,0,0,0,0,0,13,49,255,148,0,0,0,0,3,3,4,0,0,0,0,0,109,24,160,97,94,0,0,141,111,3,3,0,0,0,0,0,48,28,160,175,188,198,182,120,1,3,6,0,243,0,0,0,25,68,193,162,178,245,1,0,0,6,6,0,0,0,0,0,54,68,223,74,0,0,0,0,1,6,6,0,0,0,0,0,31,111,220,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255,31,30,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,19,29,6,0,0,0,0,0,3,0,0,0,0,0,0,0,18,23,3,0,0,0,0,9,7,0,0,0,0,0,0,0,18,2,17,0,0,28,253,2,9,238,11,0,0,0,0,0,31,19,0,255,0,0,0,0,3,0,9,0,0,0,0,0,18,19,3,0,0,138,94,255,10,8,0,0,0,0,0,0,1,0,0,0,194,33,249,255,117,81,9,0,0,255,0,0,23,22,43,225,136,147,68,0,9,9,9,0,0,5,0,0,20,0,78,117,61,0,20,0,0,6,5,0,0,65,0,0,31,0,35,117,137,157,0,5,0,100,5,0,0,229,0,0,18,37,40,178,175,255,255,117,255,7,9,0,0,0,0,0,31,20,80,157,177,63,142,0,9,2,9,0,0,0,0,0,19,117,110,76,48,0,0,0,0,0,0,0,0,0,0,0,11,77,72,6,0,0,0,0,0,160,6,0,0,0,0,0,0,0,0,255,0,0,167,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,59,6,35,0,0,0,0,8,16,15,0,0,0,0,0,0,25,11,18,0,0,0,0,7,2,0,0,0,0,0,0,0,19,3,0,0,0,255,2,0,0,1,228,0,0,0,0,0,25,23,0,243,0,8,16,12,7,6,0,0,255,0,0,0,26,32,0,0,143,255,139,3,14,16,0,0,0,249,0,0,0,25,0,224,120,65,251,186,63,0,0,0,0,0,0,0,255,19,212,77,109,19,4,2,16,1,0,0,0,0,0,0,12,34,35,154,36,0,10,16,16,6,0,0,0,0,0,0,4,113,122,165,154,0,16,3,3,16,0,0,0,0,0,0,33,27,65,238,226,129,255,151,162,6,0,0,0,255,0,0,120,35,249,132,122,188,249,0,0,11,0,0,0,0,0,0,255,242,143,192,127,0,0,5,0,0,0,0,0,0,0,0,45,254,179,0,0,1,0,0,6,0,255,0,0,0,0,0,0,0,0,147,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
